team,placeName,address,url,lat,long,dist,desc,(Use /// to seperate copy from different authors)
ATL,Kevin Rathbun Steak,"Turner Field, 755 Hank Aaron Dr SE, Atlanta, GA 30315",www.kevinrathburnsteak.com,33.734808,-84.389973,PARK,"Heading into the final season in Turner Field, the Rathbun's steak sandwich is still the reigning and defending champion of concessions. It is a product of Kevin Rathbun Steak, which has several locations around Atlanta. The sandwich is comprised of a generous portion of New York strip steak on a brioche bun, with au jus to flavor and horseradish sauce on the side. It comes with kettle chips for $15. The ""Big Kev"" is a double portion for $28, and may well be enough to satisfy two people. While the pressbox fare is always an option for we media types, if I'm going to spend money, then there's a good chance it's going to be for a Rathbun's steak sandwich.  — Grant McAuley /// On the 200 level concourse behind home plate and a little bit up the 1B line is a newer stand for famed Atlanta Chef Kevin Rathbun. His local steakhouse gets rave reviews. His steak sandwich is pricey for ballpark food, but a great treat.  -- Tom Hart",
ATL,Chick-fil-A,"Turner Field, 755 Hank Aaron Dr SE, Atlanta, GA 30316",http://www.chick-fil-a.com,33.734808,-84.389973,PARK,"In the ballpark, options are limited, but there is Chick-Fil-A. The club level has a decent make-your-own pasta or and stir fry bar. — Jared Diamond /// My favorite stop is the Chik Fil A stand behind home plate on the 200 level. Solid, consistent. Best value in the park. -- Tom Hart /// Atlanta has a Chick-fil-a on the suites level down the right field line. So, yeah. — Nick Piecoro",
ATL,Holeman and Finch,"Turner Field, 755 Hank Aaron Dr SE, Atlanta, GA 30317",http://www.holeman-finch.com,33.734808,-84.389973,PARK,"One of the best burgers in Atlanta is sold at two points in Turner Field: In a stand near the fan plaza in centerfield, and on the 100 level concourse behind homeplate. Holeman and Finch was originally known for it's bread - and that's what makes this double cheeseburger famous. I can also personally recommend the cheeseburger in the Georgia's Own Credit Union club seats. <a href =""http://www.thepostgame.com/blog/clip-board/201209/tv-station-cut-its-reporter-unfortunate-moment"">Good enough to make you forget your work.</a> -- Tom Hart /// They also have a Holeman and Finch burger available. They're the guys out of Buckhead who make maybe the best burger in Atlanta . I can't speak for whether it's actually the best in town, but it is a great burger. -- Nick Pieocoro",
ATL,Waffle House,"Turner Field, 755 Hank Aaron Dr SE, Atlanta, GA 30318",http://www.wafflehouse.com,33.734808,-84.389973,PARK,Section 128 (left field corner) features a Waffle House. A Southern Staple (there are 2 within 1/4 mile of my house). -- Tom Hart,
ATL,Pasta Station,"Turner Field, 755 Hank Aaron Dr SE, Atlanta, GA 30319",,33.734808,-84.389973,PARK,"The club level has a decent make-your-own pasta or and stir fry bar. — Jared Diamond /// The club level features several stand alone food stands, including a great pasta station behind home plate. $9 for a heaping plate of made to order pasta with meatballs, shrimp, chicken, etc. — Tom Hart",
ATL,Bullpen Rib House,"735 Pollard Blvd SW, Atlanta, GA 30315",www.killerribs.com,33.734867,-84.391245,,"There is literally nothing of note around Turner Field, save a middle of the road BBQ joint called ""The Bullpen."" This is one of the many drawbacks of the stadium's location, a problem which will be remedied as the Braves move into their new home in Cobb County in 2017. — Grant McAuley /// Bullpen Rib House.  Love this place. Great ribs, right next to the stadium. Kinda divey. And they have Terrapin, Monday Night, and Three Taverns!  Way to support your local craft breweries, guys!  Turner Field needs more of this (aside from Sweetwater). — Cher Suchanick",
ATL,Fox Brothers,"238 DeKalb Ave NE, Atlanta, GA 30307",www.foxbrosbbq.com,33.761009,-84.34757,,"Fox Bros. is renowned for barbecue, but it's not really my jam. -- Jared Diamond /// I've heard good things about Fox Brothers BBQ, but it's always been too crowded -- Nick Pieocoro",
ATL,South City Kitchen,"1144 Crescent Avenue, NE, Atlanta, GA 30309",http://midtown.southcitykitchen.com,33.785955,-84.384434,,South City Kitchen is a solid spot.  -- Jared Diamond,
ATL,Seven Lamps,"3400 Around Lenox Road, No. 217, Atlanta, GA, 30326",http://www.sevenlampsatl.com,33.847244,-84.3658,,"I recommend Seven Lamps in Buckhead -- it's a little cheffy cafe that would probably fit well in Brooklyn, but the food is all really good and has a great vibe for a place in a shopping plaza. — Jared Diamond",
ATL,Antico Pizza,"1093 Hemphill Ave NW, Atlanta, GA 30318",http://www.littleitalia.com,33.784658,-84.405634,,Not far from the stadium is Antico Pizza.  — Kevin McAlpin,
ATL,Highland Bakery,"655 Highland Ave NE, Atlanta, GA 30312",http://www.highlandbakery.com,33.761227,-84.366175,,"Also, Highland Bakery is a must. They also recently opened Ponce City Market and there's a number of different food spots there. It's awesome.  — Kevin McAlpin",
ATL,Manuel's Tavern,"602 North Highland Avenue Northeast, Atlanta, GA 30307",http://manuelstavern.com,33.770807,-84.352724,,"Manuel’s Tavern. The food isn’t great, it isn’t open until July 1st this year, and it’s a sort of poorly-lit tavern with a sometimes inconsistent beer list. It’s an Atlanta icon though. — Eno Sarris",
ATL,The Vortex,"878 Peachtree Street, Atlanta, GA 30309",https://thevortexatl.com,33.778829,-84.384505,,"Being a burger person at heart, The Vortex will always hold a special place for me. They aren't shy about advertising the fact they have the ""best damn burgers in Atlanta."" This is includes some really creative variations and styles. One could try a different style/signature burger for nearly a month in order to cover the entire menu - and then there are sandwiches and what not that aren't too shabby either. If you want to see one of the most ridiculous burger eating challenges around, check out the ""Quadruple Bypass Burger."" It's a spectacle of beef and everything else under the sun on multiple buns. — Grant McAuley",
ATL,The Spence,"75 5th Street NW, Atlanta, GA 30308",http://www.thespenceatl.com,33.77704,-84.389259,,The Spence is a Keith Law favorite -- Nick Piecoro,
ATL,JCT. Kitchen & Bar,"1198 Howell Mill Road #18, Atlanta, GA 30318",http://www.jctkitchen.com,33.786553,-84.412431,,I've had two great meals there over the past two seasons. -- Nick Piecoro,
ATL,Octane,"437 Memorial Drive A5, Atlanta, GA 30312",http://www.octanecoffee.com,33.746093,-84.37283,,"Best coffee around there is Octane in Grant Park. Really great space, too. — Nick Piecoro",
CHC,Hot Doug's,"1060 W Addison St, Chicago, IL 60613",http://www.hotdougs.com,41.948438,-87.655333,PARK,"Hot Doug's (@hotdougs) sausages on Platform 14 (behind the old CF scoreboard) at Wrigley Field. -- Adam Brown /// Hot Doug's, a rotating selection of fancy sausages, the last remnants of a now closed Chicago landmark. Bleachers only! — Harry Pavlidis /// The Cubs did add a very popular Hot Doug’s stand in the renovated bleachers last summer. It’s worth a mention. Google Hot Doug’s. Was a wildly popular Chicago staple until it closed amid much fanfare in 2013 or ’14. — Phil Rogers /// It's really not close. The best food at Wrigley is the Hot Doug's sausage stand in the bleachers. It's basically behind the center-field part of the stands on the rebuilt concourse back there. If you're not familiar, Hot Doug's was a hot dog place that sold fancy encased meats with some nice toppings. There would regularly be a line to get in and on Friday's they'd have a really long line because that's when they had their duck fat fries. At some point in 2014, I believe, they announced they were closing. So the lines became a daily thing, and as it got closer to the closing date, the lines got longer and longer, with people waiting up to eight hours to get their hands on these encased meats. Now it's closed, but the owner does random pop-up events and last summer (2015) he struck a deal with the Cubs and now there's a stand that changes it's offering every so often. It's really quality stuff.
 — Sahadev Sharma",
CHC,Decade Diner,"1061 W Addison St, Chicago, IL 60613",,41.948438,-87.655333,PARK,The Decade Diner in the RF corner would be the second place to go if the line is too long at Doug's. — Adam Brown,
CHC,Vienna Beef & Bison Dogs,"1062 W Addison St, Chicago, IL 60613",,41.948438,-87.655333,PARK,"I enjoy that you can bring outside food into the stadium.  If you have to go with normal food, a Chicago favorite Vienna Beef Hot Dogs are a staple at most of the food locations - get the dogs Chicago style for the Chicago experience.  — Rodney Knox /// At Wrigley the big exotic is bison dogs, brought into the park by the Ricketts family, and beyond that the basic hot dogs. -- Phil Rogers ",
CHC,Crisp,"2940 N Broadway St, Chicago, IL 60657",http://www.crisponline.com/crisp.aspx,41.936087,-87.644547,,Crisp (Korean fried chicken) on North Broadway if you're willing to venture more than a couple blocks. It's about a 10 minute walk from the marquee at Wrigley -- Adam Brown,
CHC,Yak-Zies,"3710 N Clark St, Chicago, IL 60613",http://yakzies.com,41.949323,-87.658372,,"Within a one block radius of Wrigley, go to wings at YakZies -- Adam Brown",
CHC,Lucky's,"3472 N Clark St, Chicago, IL 60657",http://www.luckysandwich.com,41.945273,-87.655282,,Sandwiches at Lucky's! -- Adam Brown,
CHC,Al's Italian Beef,"3420 N Clark St, Chicago, IL 60657",http://www.alsbeef.com,41.943789,-87.65406,,"Within a block of the stadium, there's Italian beef at Al's. -- Adam Brown",
CHC,Sheffield's,"3258 N Sheffield Ave, Chicago, IL 60657",http://www.sheffieldschicago.com,41.9416,-87.654558,,"if you're just looking to sit down and peruse an entire menu filled with great bar food, Sheffield's is the place to go. -- Adam Brown /// I'm gonna go with places that have good beer, so I'll say Sheffield's. Great BBQ-style menu with multiple bars that each have a variety of beers, some decently rare stuff is usually available. — Sahadev Sharma",
CHC,Penny's Noodle,"3400 N Sheffield Ave, Chicago, IL 60657",http://pennysnoodleshop.com,41.943668,-87.654508,,Penny's Noodle is a Thai noodle shop right down the street for a quick and cheap bite and easy for to-go if you want to bring it into Wrigley. . — Rodney Knox,
CHC,Azteca de Oro,"3731 N Clark St, Chicago, IL 60613",http://www.aztecadeorogrill.com,41.949819,-87.658417,,Azteca de Oro is a solid BYOB Mexican joint just down the street — Harry Pavlidis,
CHC,Murphy's Bleachers," 3655 N Sheffield Ave, Chicago, IL 60613",http://murphysbleachers.com,41.948905,-87.654073,,"Classic is Murphy’s Bleachers, great for people-watching in a mob or for sitting outside in the sun on a nice afternoon. -- Phil Rogers",
CHC,Bernie's,"3664 N Clark St, Chicago, IL 60613,",http://www.bernieschicago.com,41.948825,-87.658027,,Also worth a mention is Bernie's -- right across Clark Street. -- Phil Rogers,
CHC,Pequod's Pizza,"2207 N Clybourn Ave, Chicago, IL 60614",http://pequodspizza.com/chicago/,41.921883,-87.664353,,Loaded question. I'm probably under legal obligation to give you a pizza place since this is Chicago (Pequod's) -- Adam Brown /// You want Chicago style pizza? Skip the big name places and go to Pequods instead. -- Rodney Knox,
CHC,Bad Apple Burger,"4300 N Lincoln Ave, Chicago, IL 60618",http://www.badapplebar.com,41.959731,-87.682872,,"If we venture outside of pizza, I'd probably have to go with the Bad Apple. It's west of the ballpark and you won't get a better burger or find a better beer list in town. Half Acre's main brewery is across the street from it. — Adam Brown",
CHC,Big Star Tacos,"1531 N Damen Ave, Chicago, IL 60622",http://bigstarchicago.com,41.909165,-87.677225,,"Go to Chicago and get… Tacos. Big Star tacos are great and this comes from a man who has lived on the west coast for a long time. Great patio atmosphere, and you can try the Walking Taco — served in a Fritos bag — if you’re drunk or want to keep moving. — Eno Sarris",
CHC,Piece Brewery & Pizza,"1927 W North Ave, Chicago, IL 60622",http://www.piecechicago.com,41.910301,-87.676099,,"Around the corner from Big Star Tacos is Peace Pizza, which is known in equal parts for its beer and its pizza. Which is saying something, because the beer is ah-maze-ing. Peace is inside, so if the temperamental Chicago weather makes the Big Star patio too crowded or too hot or too wet, jet around the corner to Peace. — Eno Sarris",
CHC,Ramen San,"59 W Hubbard St, Chicago, IL 60654",http://ramensan.com,41.889774,-87.63027,,What are you looking for?!  Ramen? Ramen San then. -- Rodney Knox,
CHC,Portillo's,"100. W. Ontario, Chicago, IL 60610",www.portillos.com,41.893433,-87.631363,,"If you just want the essential Chicago food, Portillos has everything ranging from hot dogs to Italian beef sandwiches or even an amazing chopped salad.  — Rodney Knox /// Chicago … find a Portillo’s for an Italian beef sandwich, and be sure to get both sweet and hot peppers. Or visit the outpost a few miles from the Cubs spring complex in Mesa.  -- Andrew Baggarly",
CHC,Leghorn Chicken,"959 N Western Ave, Chicago, IL 60622",http://www.leghornchicken.com,41.899264,-87.686656,,Leghorn Chicken is just the perfect place for chicken sandwiches. -- Sahadev Sharma,
CHC,Roots Pizza,"2200 W Lawrence Ave, Chicago, IL 60625",http://www.rootspizza.com,41.968974,-87.684261,,"I'm sticking with my theme of places that have beer. Thus, I'll say Roots pizza. Roots isn't Chicago style pizza, it's thin crust, but absolutely perfect. There are two locations and both have a standout beer menu. — Sahadev Sharma",
CHC,Herm's Palace,"3406 Dempster Street, Skokie, IL 60076",www.hermspalace.com,42.041104,-87.713583,,You’ll have to venture up to Skokie and Herm’s Palace for the all-time best Italian beef sandwich in Chicago. — Andrew Baggarly,
CHW,Cuban Comet,"333 W 35th St, Chicago, IL 60616",,41.82989,-87.633485,PARK,"Cuban Comet, section 152. Great Cuban style sandwiches — Harry Pavlidis",
CHW,Sandwich Stand,"334 W 35th St, Chicago, IL 60616",,41.82989,-87.633485,PARK,"Turkey sandwich in right field corner on main level. It’s $12, and it’s the biggest ever — as big as your head — and it’s awesome, really good. — Dan Hayes ",
CHW,Patio,"335 W 35th St, Chicago, IL 60616",,41.82989,-87.633485,PARK,"If you're going with a group, one of the best deals in baseball is with the White Sox. You can get tickets to the patio, which include free food and drink before the game, and a ticket in the outfield. The food is classic ballpark/picnic food (hot dogs, burgers, chicken, macaroni salad), and the beer is Miller (regular/lite), but if excess is your style, it's great to sit in the bowels of the park with your besties before the game stuffing your face and laughing with the beer vendors. -- Cee Angi",
CHW,Helmet Food,"336 W 35th St, Chicago, IL 60616",,41.82989,-87.633485,PARK,"The Sox really like to use a full-sized helmet as a vehicle for serving food to fans.  They have nachos in a helmet (with fresh ingredients and none of that processed cheese product), Irish nacho helmet (waffle fries in a helmet with the processed cheese product), banana split in a helmet (12 scoops of ice cream, caramel, strawberry sauce, chocolate syrup, bananas, whipped cream, cherries), rib helmet (bone-in ribs with fries, coleslaw, and cornbread in a helmet). -- Cee Angi /// I'm from Chicago and grew up a die-hard White Sox fan, so I'll always love the helmet sundaes at US Cellular Field. I'm not talking about those little tennis ball-sized helmets with soft serve in them. I'm talking regulation-sized helmets filled with an obnoxiously huge ice cream sundae I used to split with all my brothers at games when I was growing up. It weighs three pounds and you have to mortgage your house to have enough money to buy it, but it's worth it.  — Eireann Dolan",
CHW,Parking Lot,"337 W 35th St, Chicago, IL 60616",,41.82989,-87.633485,PARK,"The parking lot, where you can tailgate before and after games. Something we lack up north — Harry Pavlidis",
